,Label
12369,0
15054,0
7876,1
7166,1
26802,0
17998,0
7538,1
9119,1
11217,1
1839,1
7109,1
22989,0
22105,0
14801,0
10991,1
7394,1
3958,1
19414,0
7929,1
14909,0
22901,0
18706,0
13452,0
28508,0
29562,0
14327,0
30264,0
21879,0
16022,0
7372,1
20648,0
7809,1
146,1
30576,0
4082,1
8167,1
22927,0
14849,0
16960,0
29481,0
20640,0
19498,0
14497,0
10338,1
28573,0
16846,0
15311,0
1416,1
21534,0
21335,0
12308,0
28800,0
280,1
2870,1
965,1
26144,0
400,1
886,1
21939,0
9502,1
2648,1
6363,1
27089,0
3037,1
9463,1
14870,0
20055,0
21135,0
28090,0
17716,0
6048,1
12894,0
7437,1
28737,0
20841,0
24512,0
4138,1
18311,0
18211,0
16797,0
12799,0
2511,1
4062,1
11287,1
14420,0
24373,0
17818,0
24178,0
19512,0
3724,1
17221,0
5991,1
29523,0
10527,1
6765,1
7632,1
25021,0
7097,1
5538,1
15260,0
25438,0
22307,0
7966,1
25923,0
24772,0
29705,0
18874,0
11280,1
2797,1
14794,0
28089,0
7318,1
29161,0
2186,1
7585,1
5409,1
25545,0
4350,1
13997,0
27854,0
5773,1
22985,0
4116,1
10490,1
15475,0
13503,0
10135,1
4526,1
2250,1
3739,1
12217,0
21974,0
3571,1
20950,0
11714,0
21443,0
29194,0
11704,0
18783,0
6738,1
13300,0
17688,0
9350,1
16046,0
4823,1
10029,1
9548,1
16069,0
24673,0
15378,0
21309,0
6560,1
25644,0
23830,0
21498,0
8622,1
30659,0
9047,1
5708,1
21874,0
24344,0
25063,0
24767,0
6936,1
18667,0
5208,1
3374,1
22199,0
14614,0
4995,1
11913,0
19085,0
9260,1
11168,1
8407,1
5108,1
18563,0
29358,0
3068,1
3279,1
28799,0
20611,0
18492,0
21963,0
23880,0
519,1
2668,1
15131,0
21474,0
2583,1
2348,1
10488,1
26375,0
16112,0
11794,0
4278,1
12033,0
13438,0
6770,1
21940,0
10240,1
24823,0
29460,0
29574,0
500,1
20730,0
17449,0
10902,1
24366,0
9755,1
15356,0
1382,1
2749,1
30728,0
30319,0
1745,1
16685,0
7413,1
21752,0
24036,0
12034,0
1835,1
5619,1
28786,0
8625,1
17560,0
25208,0
28879,0
5045,1
6101,1
14174,0
14441,0
25757,0
24509,0
28132,0
14493,0
28763,0
26215,0
25968,0
27985,0
17474,0
16245,0
10532,1
17069,0
24186,0
5716,1
15235,0
14796,0
5004,1
2575,1
15941,0
13011,0
28551,0
13783,0
2485,1
22550,0
20724,0
12343,0
13629,0
17346,0
7630,1
4044,1
16265,0
21784,0
30592,0
12953,0
26860,0
21948,0
30567,0
24260,0
14464,0
21417,0
13205,0
30608,0
27240,0
2457,1
17551,0
7932,1
13930,0
29352,0
19205,0
8917,1
2390,1
18066,0
22361,0
19310,0
19469,0
18202,0
8385,1
26133,0
9214,1
10807,1
23726,0
29611,0
10792,1
30465,0
16795,0
29082,0
6811,1
25281,0
26713,0
29955,0
10150,1
19444,0
5437,1
24980,0
16726,0
2621,1
10958,1
18974,0
17724,0
25448,0
1504,1
13435,0
17962,0
17122,0
17096,0
15515,0
29950,0
15246,0
12651,0
16106,0
18287,0
13223,0
12114,0
8115,1
14514,0
8176,1
2058,1
25100,0
18104,0
9413,1
9625,1
16670,0
24950,0
3651,1
22847,0
16200,0
17280,0
4876,1
6655,1
26824,0
1435,1
813,1
6931,1
19344,0
22276,0
5150,1
11834,0
477,1
7541,1
15330,0
15734,0
16963,0
10123,1
3590,1
21800,0
7204,1
11018,1
124,1
8336,1
10584,1
26203,0
1081,1
2866,1
16471,0
2331,1
1981,1
27928,0
4939,1
10113,1
10682,1
17092,0
7079,1
27722,0
11553,0
7723,1
3050,1
6348,1
24666,0
30738,0
28136,0
11288,1
23056,0
28026,0
28775,0
26948,0
29329,0
22048,0
11876,0
11172,1
15577,0
364,1
11529,0
28630,0
11541,0
11655,0
17198,0
2128,1
7519,1
1755,1
8134,1
8909,1
23824,0
28550,0
29593,0
15645,0
28310,0
22963,0
16916,0
6943,1
18928,0
4702,1
23306,0
5179,1
14058,0
4574,1
5894,1
2519,1
7038,1
23413,0
12289,0
7724,1
15861,0
8547,1
2921,1
1592,1
21261,0
13904,0
3240,1
23811,0
23262,0
840,1
228,1
19328,0
16499,0
776,1
15588,0
28682,0
27718,0
12457,0
9448,1
1129,1
27371,0
20822,0
24169,0
24411,0
10000,1
8467,1
24242,0
24028,0
3147,1
8086,1
11419,0
1985,1
15865,0
19474,0
12525,0
9432,1
1046,1
3697,1
4015,1
23392,0
14465,0
25973,0
24649,0
2471,1
29072,0
22804,0
14583,0
15966,0
30503,0
27833,0
16005,0
11412,0
13892,0
26269,0
10761,1
15651,0
1028,1
25751,0
1218,1
25718,0
12170,0
14038,0
29878,0
7773,1
13093,0
27877,0
1298,1
11445,0
1898,1
14407,0
23191,0
28930,0
7627,1
28268,0
17116,0
9220,1
10487,1
16623,0
25592,0
27920,0
16247,0
14601,0
6584,1
10424,1
16251,0
16341,0
20070,0
6518,1
24875,0
12692,0
9978,1
15590,0
14634,0
1148,1
21956,0
30530,0
18960,0
1423,1
17722,0
7873,1
13852,0
5501,1
28316,0
9036,1
4022,1
17519,0
23984,0
16568,0
16355,0
19149,1
13924,0
8116,1
431,1
3775,1
662,1
3169,1
6690,1
27358,0
15657,0
10084,1
16772,0
12025,0
14246,0
8973,1
25722,0
26482,0
7977,1
18841,0
7503,1
22010,0
16706,0
2452,1
15107,0
16263,0
21888,0
4532,1
3541,1
9644,1
12422,0
17322,0
28715,0
18065,0
28765,0
6132,1
7329,1
18602,0
18400,0
6035,1
28912,0
2824,1
17864,0
24728,0
3552,1
19436,0
23094,0
5312,1
16769,0
12097,0
21369,0
4155,1
20460,0
10489,1
28669,0
14804,0
20763,0
20595,0
22495,0
28475,0
22780,0
3888,1
20453,0
12060,0
29522,0
23680,0
3638,1
30468,0
21912,0
15278,0
9058,1
11079,1
389,1
1075,1
18426,0
20831,0
2483,1
20895,0
9936,1
9717,1
5247,1
14307,0
30193,0
15750,0
22395,0
10723,1
17877,0
6106,1
21344,0
27923,0
7199,1
1008,1
10070,1
8948,1
26575,0
2626,1
30075,0
1276,1
759,1
15706,0
25061,0
2253,1
4644,1
21394,0
24959,0
26055,0
22883,0
21810,0
20796,0
4431,1
16617,0
20208,0
6338,1
15177,0
7071,1
15692,0
754,1
16824,0
21308,0
9498,1
12670,0
10451,1
17185,0
21439,0
10928,1
10912,1
2539,1
9964,1
17435,0
8231,1
12478,0
26195,0
17783,0
11573,0
1623,1
16163,0
12337,0
15777,0
20035,0
13824,0
19695,0
10869,1
18126,0
28585,0
11717,0
12765,0
7084,1
19522,0
17025,0
16014,0
3121,1
14952,0
2092,1
13855,0
10828,1
1274,1
1503,1
13569,0
7991,1
183,1
26113,0
17808,0
22539,0
23000,0
16674,0
12340,0
13889,0
8963,1
14716,0
10601,1
15665,0
1412,1
21563,0
15614,0
5008,1
4129,1
15320,0
16038,0
6067,1
12477,0
28813,0
18700,0
27576,0
4007,1
7908,1
30470,0
1279,1
18842,0
15947,0
27809,0
30285,0
9151,1
5702,1
13027,0
17681,0
6816,1
26228,0
14966,0
3298,1
634,1
12024,0
27610,0
1645,1
10139,1
19677,0
24789,0
9906,1
24278,0
2446,1
20849,0
22475,0
14366,0
15887,0
22172,0
29167,0
22121,0
7023,1
6979,1
23721,0
196,1
13230,0
2714,1
12362,0
14213,0
12633,0
30252,0
18539,0
15051,0
18498,0
1011,1
21901,0
7263,1
3489,1
28483,0
6299,1
22426,0
10621,1
9988,1
10511,1
9539,1
29202,0
4201,1
30357,0
13595,0
20655,0
24138,0
10454,1
4859,1
28039,0
15024,0
24888,0
19755,0
4976,1
266,1
2487,1
22553,0
10565,1
12793,0
4825,1
29205,0
2144,1
16778,0
6940,1
9970,1
48,1
27263,0
5792,1
24872,0
7894,1
25696,0
28236,0
28159,0
11715,0
24929,0
12201,0
13159,0
1214,1
3461,1
15641,0
16202,0
11446,0
7221,1
11460,0
16980,0
7767,1
22625,0
19107,0
24739,0
2217,1
26805,0
21762,0
22983,0
22357,0
18817,0
25346,0
21163,0
16156,0
25980,0
26354,0
1019,1
21418,0
10204,1
12279,0
11680,0
7129,1
22758,0
6971,1
8718,1
28214,0
57,1
1058,1
18261,0
11922,0
21436,0
20800,0
14654,0
29471,0
17168,0
21229,0
9776,1
25398,0
29480,0
20489,0
6687,1
10007,1
21532,0
8199,1
23921,0
2291,1
30340,0
18798,0
25686,0
27687,0
20569,0
4351,1
12571,0
5149,1
20072,0
24643,0
26076,0
5442,1
28277,0
15542,0
27303,0
5244,1
23361,0
6810,1
22411,0
3977,1
23882,0
22022,0
16012,0
23582,0
688,1
7539,1
17325,0
6792,1
29952,0
20848,0
2899,1
24853,0
16873,0
3206,1
2408,1
28908,0
5939,1
30325,0
13201,0
29509,0
19982,0
9201,1
6126,1
12365,0
8910,1
10404,1
15618,0
25046,0
3588,1
16231,0
21512,0
1205,1
17159,0
25057,0
7562,1
9852,1
18887,0
12390,0
3492,1
5165,1
23783,0
5556,1
6200,1
12660,0
15500,0
30391,0
14734,0
13261,0
30215,0
19807,0
9799,1
1984,1
30492,0
21295,0
18966,0
8511,1
21454,0
19699,0
14112,0
8017,1
2674,1
5919,1
17885,0
25480,0
20606,0
7639,1
14620,0
25137,0
6945,1
16728,0
8626,1
7150,1
21842,0
18660,0
26850,0
22630,0
16861,0
23777,0
9379,1
9932,1
11728,0
25124,0
20192,0
19649,0
20566,0
21552,0
22733,0
17528,0
8822,1
26959,0
756,1
21169,0
16302,0
26282,0
18652,0
7249,1
20223,0
10310,1
8775,1
2834,1
4402,1
3802,1
24719,0
6595,1
1202,1
24819,0
30667,0
27318,0
26796,0
30746,0
8627,1
25378,0
14418,0
5463,1
9811,1
11522,0
17839,0
21875,0
20324,0
20157,0
22309,0
22438,0
20580,0
10043,1
15047,0
26366,0
22975,0
21966,0
14266,0
12926,0
19567,0
22267,0
13089,0
2001,1
30115,0
17521,0
23683,0
29174,0
28453,0
29647,0
30648,0
5348,1
10965,1
27689,0
24946,0
24953,0
17799,0
23234,0
21668,0
22372,0
11732,0
28111,0
10937,1
11648,0
2545,1
3971,1
6187,1
29069,0
19962,0
2713,1
5768,1
30624,0
1733,1
27682,0
4773,1
29933,0
9922,1
3904,1
6081,1
23531,0
23796,0
3139,1
25764,0
29236,0
12399,0
1915,1
3909,1
27939,0
24949,0
17984,0
10971,1
5671,1
21412,0
5483,1
27618,0
8289,1
25489,0
29278,0
16853,0
18543,0
3741,1
18808,0
17117,0
29806,0
14133,0
1384,1
24849,0
23952,0
16537,0
12294,0
30240,0
23740,0
20222,0
28064,0
12274,0
15989,0
267,1
6392,1
25656,0
25417,0
13720,0
22012,0
20916,0
21366,0
12140,0
6169,1
5447,1
16561,0
12426,0
6150,1
27437,0
24613,0
13880,0
10973,1
11124,1
9218,1
13353,0
8542,1
7664,1
12664,0
24804,0
3274,1
3840,1
9301,1
6350,1
27135,0
26629,0
20945,0
4088,1
9642,1
27209,0
18908,0
5610,1
23169,0
17375,0
4764,1
1777,1
4503,1
20857,0
22908,0
17145,0
6205,1
30194,0
864,1
25400,0
13555,0
11343,0
25806,0
1691,1
29960,0
433,1
7982,1
6236,1
29872,0
17286,0
20467,0
16782,0
9450,1
659,1
3215,1
18091,0
21657,0
17193,0
12760,0
15540,0
5540,1
17559,0
7431,1
12099,0
16408,0
28665,0
2645,1
28707,0
18967,0
27948,0
10464,1
10390,1
22834,0
25506,0
28352,0
7212,1
10642,1
26975,0
13105,0
24744,0
26451,0
11501,0
25331,0
21607,0
11039,1
27067,0
18768,0
22106,0
14114,0
1942,1
1714,1
13802,0
9845,1
5344,1
14037,0
28964,0
27973,0
7227,1
2368,1
29860,0
8337,1
30513,0
30522,0
2463,1
3104,1
21891,0
14387,0
16036,0
9027,1
15988,0
21711,0
25967,0
18439,0
12323,0
8029,1
11508,0
346,1
27021,0
18090,0
24844,0
8432,1
20160,0
5914,1
23155,0
21953,0
2644,1
28288,0
22269,0
28982,0
18534,0
15228,0
17366,0
11691,0
15005,0
28689,0
27515,0
19880,0
2623,1
15490,0
24808,0
11621,0
4177,1
28744,0
11877,0
21232,0
17672,0
4220,1
593,1
2548,1
12997,0
26891,0
18224,0
15729,0
26448,0
29834,0
10003,1
21230,0
30288,0
20905,0
5780,1
6587,1
24596,0
9944,1
12452,0
6809,1
20154,0
1730,1
23263,0
5199,1
20493,0
9846,1
21849,0
698,1
13092,0
13287,0
1813,1
28211,0
7334,1
6739,1
8783,1
15064,0
10863,1
29820,0
1339,1
13874,0
215,1
30169,0
27970,0
14886,0
27969,0
7420,1
6121,1
2715,1
16045,0
5498,1
17215,0
11814,0
17017,0
24859,0
2507,1
23422,0
2115,1
11197,1
10064,1
21493,0
9179,1
21815,0
22827,0
564,1
3619,1
10405,1
22822,0
20697,0
29674,0
9215,1
14956,0
22089,0
678,1
5845,1
9443,1
26240,0
19007,0
28106,0
25736,0
27279,0
28092,0
4510,1
16790,0
3561,1
8753,1
10206,1
20744,0
8090,1
13330,0
5613,1
27798,0
12830,0
19794,0
8480,1
22528,0
3503,1
25007,0
27961,0
14101,0
11614,0
3641,1
21137,0
17931,0
8990,1
11481,0
29837,0
28361,0
2344,1
6298,1
18905,0
18193,0
15567,0
8038,1
18094,0
7298,1
5815,1
16152,0
20977,0
11414,0
13565,0
25282,0
2317,1
21583,0
11636,0
11237,1
22930,0
2289,1
8571,1
28698,0
9607,1
25595,0
24549,0
27733,0
18150,0
23662,0
22119,0
10030,1
13180,0
2963,1
9942,1
21894,0
4961,1
2610,1
18947,0
23488,0
15560,0
19231,0
1756,1
16671,0
30658,0
8475,1
2093,1
28218,0
29122,0
23720,0
29032,0
4551,1
18704,0
5156,1
16822,0
16314,0
22481,0
12064,0
23897,0
8250,1
5316,1
25150,0
24533,0
3480,1
12191,0
27151,0
27856,0
3757,1
13933,0
14002,0
10280,1
24412,0
23490,0
23610,0
8614,1
16224,0
24342,0
13415,0
18110,0
227,1
21976,0
6372,1
1098,1
16589,0
15279,0
6800,1
22566,0
19388,0
26687,0
21157,0
21559,0
3548,1
10426,1
8020,1
28604,0
6962,1
27221,0
2660,1
14661,0
20663,0
26936,0
20233,0
28797,0
20973,0
5423,1
24838,0
27359,0
13197,0
30045,0
10258,1
21377,0
18993,0
24905,0
28837,0
28589,0
26453,0
25075,0
14487,0
15457,0
30527,0
6650,1
22227,0
5851,1
8940,1
10864,1
24730,0
14663,0
30688,0
17277,0
13972,0
16602,0
9519,1
24060,0
3532,1
20615,0
15337,0
14628,0
30037,0
1178,1
21669,0
1679,1
6065,1
21718,0
140,1
14694,0
13107,0
15010,0
4903,1
22437,0
17336,0
11500,0
7406,1
4403,1
1464,1
3495,1
7761,1
24395,0
21260,0
15898,0
25572,0
24586,0
1029,1
9746,1
28174,0
5420,1
1259,1
10663,1
30426,0
10403,1
15365,0
29905,0
20812,0
6532,1
5788,1
22449,0
25936,0
13578,0
22869,0
19915,0
5456,1
21332,0
24607,0
19245,0
8857,1
28678,0
3536,1
11684,0
27589,0
3862,1
1628,1
7398,1
3354,1
11249,1
14603,0
30222,0
1834,1
15188,0
5890,1
18668,0
23002,0
12039,0
29655,0
26698,0
4800,1
13765,0
16855,0
21205,0
1908,1
3333,1
8736,1
10073,1
1716,1
19168,0
27878,0
27674,0
4994,1
27116,0
4958,1
23981,0
25607,0
9409,1
15161,0
8172,1
11122,1
26969,0
20920,0
14024,0
30095,0
17996,0
11052,1
20238,0
21091,0
25038,0
10162,1
11667,0
19763,0
26555,0
1805,1
7940,1
3876,1
18752,0
27503,0
25876,0
26430,0
12841,0
19243,0
10907,1
27514,0
13667,0
14167,0
2172,1
10343,1
20913,0
13335,0
15046,0
1580,1
24221,0
1746,1
26145,0
25436,0
15964,0
23828,0
13526,0
8074,1
7382,1
12845,0
10396,1
19119,1
22571,0
8427,1
21292,0
10264,1
14773,0
10341,1
3684,1
11666,0
4907,1
19117,1
3385,1
30552,0
30090,0
24302,0
14699,0
16762,0
29461,0
30036,0
60,1
7490,1
9356,1
14812,0
10855,1
28235,0
2830,1
13941,0
27475,0
10350,1
11619,0
12764,0
3375,1
7432,1
17507,0
17934,0
22921,0
24003,0
25285,0
27800,0
4477,1
28472,0
9959,1
16569,0
17402,0
23876,0
23791,0
7934,1
1897,1
3263,1
7403,1
8912,1
18628,0
248,1
26703,0
15021,0
20428,0
15224,0
19352,0
6698,1
12307,0
15294,0
27004,0
30673,0
10975,1
14367,0
23618,0
18421,0
2689,1
4148,1
17483,0
6084,1
14141,0
2849,1
18538,0
24560,0
17267,0
19146,1
19827,0
28469,0
7297,1
6549,1
29784,0
1956,1
2171,1
24,1
368,1
7962,1
8797,1
6741,1
1657,1
11767,0
10267,1
19401,0
13417,0
17404,0
6574,1
10157,1
12001,0
24427,0
4957,1
9468,1
13249,0
993,1
7606,1
3624,1
9066,1
18314,0
4095,1
23305,0
12848,0
26844,0
24963,0
23196,0
17739,0
23851,0
8028,1
15061,0
18323,0
5455,1
2249,1
16638,0
18484,0
2887,1
5596,1
5889,1
10484,1
28258,0
9444,1
12636,0
20397,0
1943,1
9370,1
22995,0
17479,0
5820,1
6258,1
5331,1
3678,1
25697,0
14779,0
7331,1
2550,1
2094,1
29810,0
28081,0
13807,0
21533,0
6802,1
23595,0
6066,1
25643,0
13239,0
5731,1
10946,1
11676,0
8412,1
21902,0
2415,1
16677,0
10398,1
20613,0
5614,1
8966,1
28400,0
3048,1
13528,0
27986,0
12102,0
16808,0
6507,1
6719,1
16376,0
30311,0
4039,1
1895,1
5943,1
2499,1
6901,1
8943,1
15701,0
18316,0
16502,0
728,1
23900,0
14075,0
12130,0
15000,0
5704,1
13812,0
14238,0
6813,1
12482,0
21696,0
16056,0
10275,1
19293,0
16771,0
11723,0
14929,0
15048,0
14803,0
28919,0
15770,0
18347,0
11987,0
12320,0
6598,1
19054,0
25179,0
19335,0
21306,0
23378,0
24056,0
12536,0
24800,0
11893,0
25809,0
19361,0
25747,0
12487,0
14605,0
13999,0
22496,0
30538,0
5132,1
9205,1
21203,0
28743,0
12982,0
4864,1
8382,1
12209,0
7436,1
13732,0
278,1
23527,0
11266,1
28165,0
27056,0
6673,1
29095,0
12132,0
24877,0
15332,0
19254,0
7980,1
436,1
22175,0
19143,1
15510,0
4600,1
2673,1
13926,0
1150,1
12504,0
25680,0
11809,0
25905,0
20776,0
14990,0
15494,0
9743,1
23026,0
4932,1
18004,0
29092,0
10652,1
28103,0
3119,1
3915,1
13437,0
16397,0
24898,0
29181,0
30499,0
23048,0
9415,1
26562,0
2207,1
21751,0
21460,0
30600,0
27083,0
24084,0
29308,0
6880,1
14314,0
29951,0
30422,0
18288,0
10570,1
25990,0
26989,0
895,1
28863,0
26887,0
25509,0
5057,1
1353,1
7854,1
11823,0
17857,0
8207,1
23801,0
18086,0
20639,0
7261,1
5684,1
24189,0
14043,0
5020,1
21159,0
20312,0
282,1
18242,0
14998,0
22277,0
24058,0
4799,1
28785,0
3232,1
22741,0
15240,0
25071,0
22340,0
10558,1
21437,0
13901,0
1536,1
7027,1
21085,0
29034,0
8302,1
20010,0
17140,0
5148,1
6276,1
24207,0
4509,1
21365,0
8451,1
9270,1
26829,0
27853,0
14154,0
7363,1
14599,0
20327,0
6337,1
8836,1
13940,0
20789,0
47,1
13973,0
14510,0
25023,0
18329,0
9856,1
11184,1
29667,0
29323,0
16737,0
18270,0
8633,1
12107,0
26166,0
17053,0
28767,0
8624,1
2629,1
23245,0
20344,0
8813,1
16637,0
28482,0
11584,0
235,1
15082,0
8291,1
10268,1
25666,0
29196,0
24971,0
17399,0
15307,0
14477,0
12051,0
18361,0
14541,0
17498,0
10646,1
5337,1
18776,0
1064,1
15549,0
23815,0
24489,0
28245,0
3859,1
21679,0
22649,0
21914,0
13541,0
1845,1
20953,0
9140,1
27001,0
15369,0
21299,0
16756,0
4276,1
19617,0
10546,1
30217,0
27552,0
19400,0
14872,0
2284,1
29891,0
23525,0
19862,0
5061,1
30362,0
5810,1
28227,0
548,1
10299,1
5157,1
11108,1
29702,0
24165,0
27700,0
29697,0
8707,1
21239,0
23445,0
21241,0
19150,1
15359,0
6094,1
28716,0
2572,1
21692,0
3043,1
5196,1
23576,0
8597,1
17867,0
3135,1
4548,1
18650,0
19779,0
27369,0
27731,0
22016,0
17467,0
20792,0
20834,0
30526,0
9108,1
9013,1
8300,1
28351,0
1988,1
5588,1
20046,0
14425,0
13752,0
20278,0
30650,0
18747,0
25091,0
5779,1
9263,1
8331,1
26288,0
19952,0
22120,0
29021,0
2047,1
11627,0
17811,0
6424,1
28326,0
1347,1
7648,1
10295,1
9153,1
27460,0
6034,1
11098,1
16303,0
28179,0
1250,1
6030,1
14490,0
12258,0
14299,0
844,1
25867,0
1025,1
191,1
30744,0
9238,1
29774,0
23964,0
30735,0
18230,0
6751,1
2034,1
8374,1
12891,0
11333,0
9500,1
23596,0
21740,0
2917,1
7740,1
19129,1
8875,1
17906,0
9563,1
2356,1
13005,0
15408,0
24612,0
14149,0
4779,1
30,1
25328,0
24513,0
9004,1
2121,1
22956,0
13282,0
26479,0
12599,0
23193,0
29618,0
18392,0
15140,0
2839,1
17120,0
4803,1
16908,0
16948,0
21977,0
2524,1
25303,0
19799,0
21554,0
17981,0
11403,0
11536,0
29578,0
10631,1
2155,1
18762,0
19608,0
28620,0
24175,0
1219,1
18558,0
30512,0
19198,0
3613,1
7022,1
19728,0
24364,0
3720,1
7242,1
25539,0
5413,1
29503,0
17905,0
23079,0
21340,0
23776,0
26044,0
1935,1
14419,0
13715,0
28838,0
29416,0
25731,0
13109,0
30556,0
12642,0
21403,0
7801,1
17836,0
21046,0
23129,0
14194,0
3596,1
3181,1
21288,0
24073,0
26091,0
9191,1
16763,0
12634,0
2525,1
28506,0
15894,0
27442,0
16887,0
27569,0
28342,0
26528,0
13726,0
10555,1
26475,0
20846,0
28222,0
28018,0
12511,0
18123,0
22575,0
30006,0
20535,0
6473,1
24680,0
13811,0
19579,0
7758,1
8103,1
15218,0
22560,0
5371,1
2389,1
25037,0
25562,0
14743,0
14085,0
12451,0
2602,1
22964,0
15509,0
27265,0
25608,0
29033,0
6008,1
16080,0
4566,1
18149,0
23979,0
25869,0
18770,0
15583,0
3469,1
7269,1
25394,0
8555,1
16331,0
11562,0
16877,0
149,1
24291,0
7195,1
16784,0
3187,1
28601,0
6155,1
25461,0
26692,0
1856,1
14118,0
3120,1
26397,0
29334,0
10538,1
11232,1
12690,0
8057,1
28710,0
15349,0
1189,1
27608,0
24987,0
21049,0
4419,1
16527,0
13622,0
8310,1
24433,0
10580,1
10253,1
11737,0
30156,0
1608,1
30462,0
24725,0
18895,0
21585,0
20075,0
9126,1
27684,0
25432,0
15926,0
8950,1
27538,0
19942,0
5088,1
11046,1
28401,0
21985,0
29203,0
4221,1
21100,0
2256,1
15871,0
241,1
10916,1
28971,0
30665,0
20879,0
10327,1
15596,0
19584,0
13443,0
1533,1
2968,1
20967,0
17590,0
20900,0
18209,0
5281,1
2305,1
12526,0
16871,0
27007,0
28997,0
29064,0
17568,0
1658,1
22987,0
328,1
20630,0
23366,0
21367,0
833,1
3795,1
22470,0
19696,0
21098,0
5123,1
22544,0
7202,1
24200,0
10211,1
20820,0
23914,0
3397,1
16375,0
30745,0
30176,0
28501,0
4885,1
1880,1
12407,0
1814,1
6563,1
14371,0
8348,1
7719,1
7355,1
30496,0
25860,0
23601,0
30725,0
5424,1
21158,0
6544,1
16511,0
30692,0
4751,1
22844,0
17859,0
15284,0
21265,0
28158,0
20111,0
21212,0
8255,1
4767,1
25522,0
11581,0
6661,1
2032,1
25307,0
19173,0
17308,0
28960,0
17148,0
8731,1
14930,0
6089,1
6609,1
28954,0
916,1
6451,1
23934,0
3091,1
19674,0
6848,1
10768,1
7969,1
24093,0
23940,0
30478,0
21564,0
19309,0
14341,0
9689,1
24078,0
5298,1
9002,1
10024,1
26032,0
27617,0
19634,0
4892,1
10795,1
26103,0
15747,0
23071,0
8141,1
9597,1
11503,0
4016,1
20019,0
9209,1
18194,0
8816,1
14475,0
671,1
6455,1
27167,0
7871,1
28162,0
28122,0
13583,0
15768,0
19411,0
17323,0
30253,0
16362,0
29271,0
9511,1
12245,0
3920,1
19362,0
15034,0
11194,1
9493,1
21258,0
1495,1
16305,0
23710,0
18278,0
25717,0
2394,1
12041,0
13151,0
13593,0
23971,0
18458,0
1033,1
16243,0
23980,0
14669,0
22547,0
25373,0
17081,0
6036,1
18331,0
24497,0
534,1
29445,0
17992,0
27680,0
8133,1
7495,1
17287,0
7054,1
14882,0
23312,0
16930,0
29793,0
11376,0
10930,1
324,1
20376,0
6922,1
14761,0
17763,0
28487,0
10571,1
281,1
10713,1
17628,0
3740,1
10224,1
5025,1
638,1
25233,0
20357,0
2809,1
78,1
2481,1
485,1
14050,0
100,1
12518,0
3940,1
10315,1
23093,0
20089,0
5883,1
15027,0
21685,0
23188,0
12878,0
14103,0
25575,0
5192,1
11036,1
26461,0
16122,0
28600,0
30638,0
26519,0
3533,1
14132,0
9779,1
14330,0
17632,0
8535,1
28535,0
20483,0
12263,0
10177,1
12522,0
25340,0
18247,0
2608,1
2268,1
304,1
18275,0
4971,1
18507,0
25397,0
30733,0
8694,1
24286,0
24194,0
10747,1
411,1
27916,0
29119,0
27884,0
5467,1
3239,1
8219,1
26387,0
11378,0
13165,0
30415,0
17556,0
15127,0
29600,0
27281,0
3000,1
24751,0
19964,0
15458,0
23334,0
26425,0
10257,1
18701,0
397,1
1994,1
27394,0
5895,1
2790,1
7999,1
1738,1
353,1
10323,1
30356,0
20706,0
16450,0
27472,0
15170,0
18912,0
13492,0
8223,1
749,1
13817,0
30214,0
9304,1
2957,1
27695,0
10447,1
5901,1
26748,0
26901,0
19860,0
7559,1
8850,1
6204,1
10999,1
22695,0
18720,0
1688,1
27688,0
11366,0
4853,1
4910,1
27382,0
6146,1
22216,0
27109,0
22093,0
853,1
6804,1
15265,0
656,1
22679,0
19239,0
24985,0
29220,0
1095,1
97,1
5656,1
26167,0
28405,0
2464,1
4248,1
17379,0
18098,0
3801,1
9815,1
2450,1
2008,1
6217,1
12484,0
18663,0
28998,0
8755,1
3039,1
21007,0
6676,1
17921,0
13153,0
27844,0
2568,1
1103,1
85,1
17420,0
12336,0
23348,0
28223,0
14279,0
9853,1
1526,1
15699,0
13312,0
14398,0
28866,0
2285,1
16274,0
27006,0
21467,0
11773,0
28714,0
27950,0
7916,1
24012,0
6290,1
23329,0
2350,1
5101,1
16423,0
5593,1
5749,1
7705,1
28151,0
25330,0
25760,0
4631,1
8006,1
12195,0
1309,1
30397,0
19104,0
26511,0
6266,1
20340,0
19629,0
17791,0
14399,0
6895,1
20507,0
3064,1
3542,1
30265,0
26715,0
5978,1
28372,0
7886,1
8035,1
19383,0
23688,0
10688,1
11076,1
21256,0
3248,1
26260,0
24069,0
4882,1
25172,0
2182,1
9496,1
29559,0
12768,0
27459,0
30404,0
1159,1
16298,0
24082,0
28702,0
22427,0
25116,0
14071,0
21305,0
4238,1
23976,0
8396,1
18566,0
4313,1
2926,1
16667,0
19571,0
19067,0
14308,0
3170,1
25040,0
20085,0
26002,0
1505,1
6255,1
3633,1
26619,0
7053,1
28666,0
11788,0
22674,0
16414,0
18448,0
1327,1
21294,0
11566,0
8181,1
8782,1
28603,0
1514,1
22237,0
7276,1
17667,0
7884,1
7008,1
22367,0
23603,0
11749,0
5401,1
17892,0
1425,1
6888,1
2239,1
2474,1
28312,0
16404,0
21932,0
19670,0
19069,0
10686,1
23424,0
21660,0
25540,0
24891,0
26913,0
5099,1
11261,1
30696,0
23441,0
12683,0
5038,1
25169,0
7567,1
6239,1
